dialogue,sentiment
"So I, I told Rachel it was just gonna be the two of us.",neutral
"Oh yeah? Well, how’d she take it?",neutral
"Really well. Yeah. Surprisingly well. Yeah, she didn’t cry. She wasn’t angry or sad.",neutral
"Okay, if you need the vacuum, it’s in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",neutral
"Okay, okay, but Rachel’s gonna be here too, can’t I just ask her this stuff?",neutral
"Yeah, okay, give that a try!",neutral
Monica? What time is it?,neutral
"Uhh, 9.",neutral
But it's dark out.,neutral
"Well that's because you always sleep to noon, silly! This is what 9 looks like.",neutral
I guess I'll get washed up then. Watch that sunrise.,neutral
I'm,neutral
"I know, me too.",neutral
Y'know what if we went away for a whole weekend?,neutral
"Yeah, I can say that I have a conference and you can say you have a chef thing.",neutral
"Okay, y'know your not though. Let's go.",neutral
Wait! What about Joey?,neutral
"Oh umm, there’s also a book here by a woman named Wendy Bagina.  What is that?",neutral
Sounds like two people are really enjoying the Dewey decimal system.,neutral
You didn’t bring,neutral
"Oh you know uh Kash, really liked you the other day. He said he thought you were charming.",neutral
Okay I-I just have to stop by my place first.,neutral
"No-no, I-I have to see if this apartment became available.",neutral
"It’s not for me, it’s for Rachel.",neutral
But Rachel has an apartment.,neutral
"Yeah, but when the baby comes she’s gonna want to move.",neutral
I guess I didn’t really think about it.,neutral
Little village people.,neutral
"Huh. Except, Phoebe’s not gonna be the one that gets to dress them.",neutral
"Like-like umm, regular coffee, Tequila.",neutral
Okay you two are asking the court for an annulment?,neutral
"Yes your honor, and here are, are forms, all filled out.",neutral
So based on your petition you are seeking an annulment on the grounds that Mr. Geller is mentally unstable.,neutral
And based on the fact that Mr. Geller is intravenous drug user.,neutral
"Uh yes, heroin and crack.",neutral
"Well, you would know.",neutral
Now it also says here that you lied about your sexual preference before marriage?,neutral
Phoebe just because I'm alone doesn’t mean I wanna walk around naked.,neutral
"I mean, you live alone, you don't walk around naked.",neutral
"Oh sure, come here!  Sure you can! Uh, look come here look,  it’s-it’s-it’s, it’s right there .",neutral
Do you really?,neutral
Yeah.,neutral
You’re welcome.,neutral
Gin.,neutral
Okay. All right.,neutral
"So you uh, want to do something tonight?",neutral
Oh I can’t. Dr. Roger is coming over again.,neutral
Oh.,neutral
Are you okay?,neutral
I bet he can.,neutral
"Y’know, I don’t have an appointment, but I sure could use a physical.  Are you sure you’re okay?",neutral
You got the clothes clean. Now that's the important part.,neutral
"Oh, I guess. Except everything looks like jammies now.",neutral
"Oh, Chandler, look. You and Monica are meant to have children.    I am sure it's gonna be just fine.",neutral
Yeah.,neutral
Hey.,neutral
Hey!,neutral
"Well, I was going to stick it in the ATM, but now I think I’ll show the sexy teller that I am a published writer.",neutral
"Well, I’m not going to go now anyway .",neutral
Okay .,neutral
Here you go.,neutral
"Ah, Gunther, I can’t pay for this right now because I’m not working, so I’ve had to cut down on some luxuries like uh, payin’ for stuff.",neutral
"Well, if you want, you can work here.",neutral
"Uh, I don’t know.",neutral
"Ya see, it’s just, see I was a regular on a soap opera y’know?",neutral
"Okay, but the money’s good, plus you get to stare at Rachel as much as you want.",neutral
Flexible hours.,neutral
Maybe I could be a waiter. Could I use the phone?,neutral
I have no name.,neutral
"All right, so, what are we supposed to call you?",neutral
"Okay uh, for now, temporarily, you can call me, Clint.",neutral
"Umm, Gene.",neutral
"See you later, Gene.",neutral
"Bye, Gene.",neutral
Welcome to Las Vegas.,neutral
Hope you had a nice flight.,neutral
"Oh, Larry.",neutral
"Umm, do health inspectors work on commission?",neutral
"No, bribes.",neutral
"Look, it's not that big of a deal, so Monica and Chandler are doing it.",neutral
Sorry. Monica and Chandler are making love.,neutral
I don't know.,neutral
I don't know.,neutral
I don't know.,neutral
They did it right there on the couch.,neutral
Who's he sleeping with?,neutral
"Oh, c'mon Dora, don't be mad...",neutral
"I know we both said some things we didn't mean, but that doesn't mean we still don't love each other.",neutral
"So you see, Molly, what people don't understand is that acting    is a discipline. It takes a lot of hard work.",neutral
So where did you study?,neutral
"Oh, I didn't go to college.",neutral
"No, where did you study acting?",neutral
Molly ... people don't study acting ...,neutral
"Molly, ah, do you mind giving us just a minute?",neutral
"Sure, I'll go check on Emma.",neutral
Thanx.,neutral
"Hi, is Molly here?",neutral
"Yeah, come on in. Molly?",neutral
"Hey! Guys, this is Tabatha .  I'll see you tomorrow.",neutral
"Ok ...  Well, uh, Joey, I guess    we have no problem.",neutral
Yeah.,neutral
Not a problem.,neutral
I totally understand.,neutral
You need to y’know make sure I don’t have any horrible scars or tattoos.,neutral
Don’t you worry. I have nothing to hide.,neutral
"So there you go, that’s me.",neutral
This room’s available.,neutral
Uh Rach,neutral
I don’t think the next patient is very far along.,neutral
"Okay, well then bring her in.",neutral
They don’t look any bigger than me!,neutral
I’m just going to say hi to the lads. All right?,neutral
All right.,neutral
Okay.,neutral
Hi.,neutral
I totally don’t know what you’re talking about.,neutral
"No, Pheebs, listen, if you decide to do this, we’ll be supportive like crazy.",neutral
We just want you to think it through.,neutral
"Yeah, honey, maybe you can talk to somebody who’s had a baby. Like your mom?",neutral
My mom never gave birth. Oh! But my birth mom did.,neutral
"Umm, thank you for meeting with me.",neutral
Thank you. All right.,neutral
"Come, sit.",neutral
Sit.,neutral
"Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay.",neutral
Lucky sixes....,neutral
"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",neutral
Hi!,neutral
And Joey....,neutral
Hi!,neutral
And Ross.,neutral
Hi!,neutral
He doesn't speak much English.,neutral
"So, um... where did Paolo come from?",neutral
"Oh... Italy, I think.",neutral
"No, I mean tonight, in the building. Suddenly. Into our lives.",neutral
"Well, the cat... the cat turned out to be Paolo's cat!",neutral
"That, that is funny... .... and Rachel keeps touching him.",neutral
Alright. I looked all over the building and I couldn't find the kitty anywhere.,neutral
"Oh, I found him. He was Paolo's cat.",neutral
"Ah, Paolo, this is Phoebe.",neutral
"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.",neutral
Because I don't work at the Szechwan Dragon.,neutral
"You really, really need to get some sleep, honey.",neutral
I know I do.,neutral
Hi.,neutral
Hi.,neutral
Guess what?,neutral
"You know what this is, this is us getting ready for the prom.",neutral
Oh.,neutral
"Now Joey, you go down there and you suck up to him. I mean you suck like you’ve never sucked before!",neutral
"All right! I’ll try! But if I can’t, you can stay with Chandler and I until you get settled.",neutral
"All right, all right, all right.",neutral
"I mean I’ll have to check with him first, but I’ll think he’ll be cool with it.",neutral
"Well, I assume I’ll have to take showers with him, but y'know, that’s true of any job.",neutral
How ya feelin’?,neutral
"Well, my apartment isn’t there anymore, because I drank it.",neutral
Where’d you get too? We lost you after you opened up all the presents.,neutral
Yeah.,neutral
"Yeah, I ended up in the storage room, and not alone.",neutral
What is the worse part?,neutral
"But um, I don’t think it’s anything serious.",neutral
It’s a trifle.,neutral
It’s got all of these layers.,neutral
"First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",neutral
"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like something’s wrong.]",neutral
"then a little more custard, and then bananas, and then I just put some whipped cream on top!",neutral
Does anyone else think David Copperfield is cute?,neutral
"No, but he told me, he thinks your a fox.",neutral
"Folks, has this ever happened to you.",neutral
"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.",neutral
And there is Kevin.,neutral
There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,neutral
"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",neutral
Go ahead.,neutral
This works with any milk carton.,neutral
"Well, you might want to tell him it sounds like his wife is  gay.",neutral
"Hey Ross, will you pass me that knife?",neutral
I'll sneak over as soon as Ross picks up Ben.,neutral
I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,neutral
Yeah! Help me get this mini-fridge past the security guard.,neutral
"Hey Joey, I want to talk to you.",neutral
Yeah?,neutral
"Oh, Chandler, Wayne.",neutral
"Wayne, Chandler.",neutral
"Hi, how are ya?",neutral
"Joey, Joey, I-I-I’ll g-get you your job back if you help me out.",neutral
The reason he just said.,neutral
What do you need?,neutral
"I-I-I saw you on stage talking to that beautiful woman, y’know Sarah?",neutral
And I too am just a love machine.,neutral
"Ross, let me show you where the guest room is.",neutral
"Yeah, uh-huh, a 100 dollars.",neutral
Y'know?,neutral
No I'm not.,neutral
"Oh hey, Ross.",neutral
Something to think about.,neutral
Here. I need to borrow some moisturizer.,neutral
For what?,neutral
Where's Joey? His mom's on the phone.,neutral
I warned you...,neutral
"Oh, that would be Monica.",neutral
"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral
"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral
"No, no resentment, believe me, it's worth it.",neutral
'Kay?,neutral
Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,neutral
"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral
"Oh, um, Chandler?",neutral
"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",neutral
"Aw, come on! It'll be years before I forget you!",neutral
"Joey, what's it like on a movie set, huh?",neutral
Do you have a dressing room?,neutral
Do you have a chair with your name on it?,neutral
"Uh, well yeah-yeah, I've got all of that going on.",neutral
"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral
"I gotta go Monica, my uh, my sushi's here!",neutral
Sorry about that. Thanks for waitin'.,neutral
OK.,neutral
Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,neutral
"Well, I never call",neutral
What ‘cha doing?,neutral
Having a swim.,neutral
What about the chick?,neutral
Chicks don’t swim.,neutral
Are you sure?,neutral
I don’t know. Should we try it?,neutral
Sure.,neutral
"See, I told you they don’t swim.",neutral
Wait. Give him a minute.,neutral
"Me taking care of you is no problem, huh?",neutral
You guys feel safe.,neutral
Right?,neutral
"Okay, I’m gonna take that spit bubble as, ""Yeah, I do!""",neutral
"Okay, after I get rid of this dirty diaper Leslie, I’ll set you up with a clean one.",neutral
I just have to clean that up.,neutral
Okay?,neutral
"‘Cause let’s face it, we’re at Monica’s.",neutral
All right.,neutral
"Well, that’s just the way that goes.",neutral
"Okay, good.",neutral
"Well, you can’t answer.",neutral
Leslie?,neutral
Hey.,neutral
"Oh, there’s banana on it.",neutral
"Yeah, she was bald, she’s not now.",neutral
"I don’t know, I hardly ever say that about people.",neutral
"Why, does she have a bad personality?",neutral
Hey.,neutral
"Oooh, wrong answer.",neutral
I have the lung capacity of a two year old.,neutral
"Honey, I was wondering....",neutral
Hmm?,neutral
Hmm.,neutral
"Well honey, what about you?",neutral
What?,neutral
"I mean do you have any fun, you know, fantasy type things?",neutral
No.,neutral
That's OK.,neutral
We can't do that.,neutral
"Well, I added the 'exactly like me' part...",neutral
"But she said she's looking for someone, and someone is gonna be there tonight.",neutral
"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",neutral
"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",neutral
"No, just knowing you're gonna be there is enough.",neutral
"Ah, the forbidden love of a man and his door.",neutral
"Shh. He did it. He told her off, and not just about the kiss, about everything.",neutral
"No, no. He said ""When are you gonna grow up and start being a mom?""",neutral
Oh there it is.,neutral
That’s not your regular dry cleaners.,neutral
A new grocery store.,neutral
"Don’t worry Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you.",neutral
"Yeah, we both can. And we both will.",neutral
"Oh, you didn’t have to come in with me.",neutral
"Oh yeah well, I’m sorry about that too, but what are you going to do?",neutral
A little.   Now you’re talking.,neutral
Would you like to go out and have a cup of coffee?,neutral
She must’ve left.,neutral
"All right, let me in.",neutral
"It's really a uh-uh three person game, y'know?",neutral
All right.,neutral
"Baking it didn't help, huh?",neutral
"All right, well the place was closed. I’ll just copy it later.",neutral
"Or not. Uh, Rach, why don’t you just move in with me?",neutral
"No-no-no-no-no-no-no-no… It’s okay, I mean I—look Rach, I know I scared you off with that whole Naked Thursday’s thing, but we don’t have to do that!",neutral
"Well, it would be easier to move just right across the hall. Wait a minute, unless you’re thinking about Naked Wednesday’s.",neutral
"Just admit it Chandler, you have no backhand.",neutral
I was shrieking... like a Marine.,neutral
All right here. Watch me execute the three ‘P’s of championship play. Power.  Precision.  and penache.,neutral
She's not much of a phone person.,neutral
"Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?",neutral
"Ok, look, maybe I should just go.",neutral
You know what the Celtics problem is? They let the players run the team.,neutral
"Oh, that is so not true.",neutral
"Oh, it is.",neutral
It isn't.,neutral
It is.,neutral
"Okay ladies, that ends today’s class, and let’s remember, let’s be safe out there.",neutral
Thanks.,neutral
"Yeah, yeah, I was watching.",neutral
"Umm, hey, a couple of questions though.",neutral
"Well, she would take her keys and try to jam them",neutral
Well maybe there is one thing you can do.,neutral
"Well, I umm, I mean this is just off the top of my head now, umm but I have this friend.",neutral
"Well, the heart wants what it wants. I’ll see you later.",neutral
"Okay, I got that. I’ll escape over there. I’ll come back over here. All right, come on",neutral
They’re all Chandler.,neutral
I did.  But it came at a price.,neutral
"Okay, I was thinking we should have a beautiful guest room, right?",neutral
"Okay, whatever, I really haven’t thought about it that much.",neutral
"I was thinking maybe-maybe-maybe it could be a game room, y’know?",neutral
"I mean you can buy old arcade games like uh, like",neutral
I just don’t think arcade games go in the beautiful guest room. The beautiful guest room is gonna be filled with antiques.,neutral
Which is why,neutral
"No, I’m not mocking you,  or you beautiful guest room.",neutral
"Okay! There's only one left, three letter word, not dog but",neutral
Cat.,neutral
"I never sucked, I actually didn't want you to know how good I was!",neutral
I don't know.,neutral
That's,neutral
"Hey. Okay, I gave him another chance, but Tim has",neutral
But,neutral
"Okay. Okay, but you can’t fire him today.",neutral
Because I’m dumping him today.,neutral
He,neutral
Just don’t pick up your phone.,neutral
"Okay well then, I’ll fire him today and you go out with him for another week.",neutral
"Okay well, then we’ll both do it today and he’ll just have to deal with it!",neutral
This is the final boarding call for Flight 664 to Yemen.,neutral
"Well, just until we find an energy source to replace fuel.",neutral
"Oh. Well, I’ll right you everyday.  15 Yemen Road, Yemen.",neutral
Chandler?,neutral
No! No! I wanna see you take-off.,neutral
Hey.,neutral
"Hey—Ooh, how’s Hilda? Is she working out?",neutral
"Ohh, my new assistant is working out, yes.",neutral
Was she happy you gave her the job?,neutral
"Oh, my-my new assistant was very happy that I hired my new assistant.",neutral
Hello?,neutral
"Can you, can you hang on a second?",neutral
It’s the producers over at Mac and C.H.E.E.S.E.,neutral
can you excuse me for a minute?,neutral
I was just looking over next week’s script.,neutral
Ohh.,neutral
"All right, see you Monday.",neutral
It’s so secluded up here.,neutral
What’s the matter honey? Did you see a little mouse?,neutral
"Honey, we don’t have any bears here.",neutral
"Well, okay. Would-would you get me a",neutral
Okay. I’ll be right back.,neutral
What are,neutral
"Yeah, I recognize the ankles!",neutral
Diet Coke,neutral
A lesson in the importance of unagi.,neutral
"Ohh,",neutral
"Perhaps. Now I’m curious, at what point during those girlish screams would you have begun to",neutral
"All right, so we weren’t",neutral
"I’m sorry I had to take such drastic measures to make my point, but I—look, I just want you guys to be safe.",neutral
What are you doing?,neutral
I’m leaning. This is where I lean.,neutral
Okay. (Goes over and fluffs up the pillows on the couch.,neutral
You do?,neutral
I totally understand.  Can I,neutral
"I know, it was the best I could get out of them.",neutral
"People, people, people.",neutral
"Let's try it again, and this time let's watch everybody watch Joey.",neutral
Show 'em how it's done.,neutral
Count it off.,neutral
So what did he decide? Does your Uncle Nathan get an invite or not?,neutral
"Yeah, invite him?",neutral
"Hey, did I do these neat enough?",neutral
"Yeah, they’re fine.",neutral
Sure. Why not?,neutral
Yeah?,neutral
But it’s absolutely your decision.,neutral
More tea?,neutral
Yeah sure.,neutral
Earl Grey?,neutral
"Huh? Yeah, fine, invite whoever you want.",neutral
Hi.,neutral
Hey! So how was the doctor?,neutral
Good.,neutral
"Oh hey, show them the picture of your uterus.",neutral
I don’t see the baby. Where is it?,neutral
Could you help me with something?,neutral
The patient I’m looking for has a broken leg and is in a wheelchair.,neutral
"And umm, he’s like early to mid-thirties, very attractive.",neutral
I think I know who you’re talking about.,neutral
"I’m sorry, that information is restricted to hospital staff",neutral
"Uh, she’s with me.  Dr. Drake Remoray.",neutral
Dr. Drake who?,neutral
Remoray. It’s Portuguese. We need that information. I’m a doctor.,neutral
Hands.,neutral
Hands!,neutral
It is absolutely essential that you tell me what room the man my assistant described is staying in.,neutral
"He’s a patient of mine, I’ve been treating him for years!",neutral
He’s in room 816.,neutral
Thank you.,neutral
And what is his name?,neutral
Rachel was just helping me out. My head got all sunburned.,neutral
"Okay, I’ll see you in our room.",neutral
Yeah.,neutral
I know.,neutral
"Okay, I gotta go.",neutral
"Well, yeah.",neutral
"Rachel, one of your customers seems to have left his billfold. A Joshua Bergen.",neutral
Will you call him?,neutral
"I’m full, and yet I know if I stop eating this, I’ll regret it.",neutral
Hey!,neutral
Hey!,neutral
What do you got there?,neutral
"Oh it’s umm, it’s tofu cake. Do you want some?",neutral
What are you doing tonight?,neutral
Huh? Uh,neutral
"Oh!  Sorry. Uh, I’ve got those plans with Phoebe, why?",neutral
That’s what Monica said.,neutral
"Okay, is this lamp in the same place?",neutral
It’s yours!,neutral
Me too.,neutral
Hi .,neutral
Rachel.,neutral
"Okay. So well I’ll umm,  I’ll have her home by midnight.",neutral
"Hey, y'know what you should do?",neutral
You should make something happen for yourself.,neutral
"Y'know, like-like write a play.",neutral
Huh?,neutral
"I mean, what about those",neutral
Or that.,neutral
I'll help you.,neutral
"Yeah, I'll make up a schedule and make sure you stick to it.",neutral
"And plus, it'll give me something to do.",neutral
"Soo, ah, Eric, what kind of photography do ya do?",neutral
"Oh, mostly fashion, so there may be models here from time to time, I hope that’s cool.",neutral
"Yes, that is cool. Because I have models here y'know......never.",neutral
"Oh, yeah, during the summer, I spend most weekends at my sister’s beach house, which you are welcome to use by the way.",neutral
"Although, I should probably tell you, she’s a porn star.",neutral
"Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you’re chances are pretty good.",neutral
All right.,neutral
"As bad as that went, I actually enjoyed myself. I think that I’m going to apologize for all of the stupid things I do.",neutral
Why don’t you just stop doing stupid things? Then you wouldn’t have to apologize.,neutral
I would really love it if I could do both.,neutral
What?,neutral
Frannie was the one who found your,neutral
"Hi Frannie, congratulations.",neutral
I believe you know my husband.,neutral
So it’s really a question of,neutral
Hey ladies! What are you in here for?,neutral
"Gary, I'm here to report a crime.",neutral
It is a crime that you and I don't spend more time together.,neutral
What's up?,neutral
"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.",neutral
"Man to uh, me.",neutral
Sure. Okay.,neutral
"Yeah, I-I considered that. I just know it would make me happy.",neutral
You mean scared.,neutral
"No, I mean happy.",neutral
"No-no, they just had a big blowout over what to do with my room.",neutral
"All right, ok, I gotta go.",neutral
"I'm going,  and I'm gone.",neutral
One more game?,neutral
